#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EP300	HDAC6	9606.ENSP00000263253	9606.ENSP00000334061	0	0	0	0	0.062	0.797	0.650	0.824	0.986
EP300	RUNX2	9606.ENSP00000263253	9606.ENSP00000360493	0	0	0	0	0.062	0.867	0	0.978	0.997
EP300	SMAD3	9606.ENSP00000263253	9606.ENSP00000332973	0	0	0	0	0.049	0.944	0.900	0.989	0.999
EP300	ESR1	9606.ENSP00000263253	9606.ENSP00000405330	0	0	0	0	0	0.929	0.900	0.988	0.999
ESR1	TWIST1	9606.ENSP00000405330	9606.ENSP00000242261	0	0	0	0	0	0.270	0.650	0.507	0.863
ESR1	EP300	9606.ENSP00000405330	9606.ENSP00000263253	0	0	0	0	0	0.929	0.900	0.988	0.999
ESR1	HDAC4	9606.ENSP00000405330	9606.ENSP00000264606	0	0	0	0	0	0.505	0.900	0.694	0.983
ESR1	SMAD3	9606.ENSP00000405330	9606.ENSP00000332973	0	0	0	0	0	0.477	0.900	0.612	0.978
ESR1	HDAC6	9606.ENSP00000405330	9606.ENSP00000334061	0	0	0	0	0	0.078	0	0.442	0.464
ESR1	BGLAP	9606.ENSP00000405330	9606.ENSP00000357255	0	0	0	0	0	0	0	0.571	0.571
ESR1	RUNX2	9606.ENSP00000405330	9606.ENSP00000360493	0	0	0	0	0	0.152	0.900	0.962	0.996
ESR1	CBFB	9606.ENSP00000405330	9606.ENSP00000415151	0	0	0	0	0	0.105	0.600	0.109	0.653
HDAC4	EP300	9606.ENSP00000264606	9606.ENSP00000263253	0	0	0	0	0.062	0.171	0.650	0.688	0.903
HDAC4	CBFB	9606.ENSP00000264606	9606.ENSP00000415151	0	0	0	0	0	0	0.600	0.055	0.605
HDAC4	ESR1	9606.ENSP00000264606	9606.ENSP00000405330	0	0	0	0	0	0.505	0.900	0.694	0.983
HDAC4	SMAD3	9606.ENSP00000264606	9606.ENSP00000332973	0	0	0	0	0.054	0.282	0	0.982	0.986
HDAC4	RUNX2	9606.ENSP00000264606	9606.ENSP00000360493	0	0	0	0	0	0.710	0.600	0.979	0.997
HDAC6	EP300	9606.ENSP00000334061	9606.ENSP00000263253	0	0	0	0	0.062	0.797	0.650	0.824	0.986
HDAC6	ESR1	9606.ENSP00000334061	9606.ENSP00000405330	0	0	0	0	0	0.078	0	0.442	0.464
HDAC6	CBFB	9606.ENSP00000334061	9606.ENSP00000415151	0	0	0	0	0	0	0.600	0	0.600
HDAC6	RUNX2	9606.ENSP00000334061	9606.ENSP00000360493	0	0	0	0	0	0.519	0.600	0.987	0.997
MSX2	SMAD6	9606.ENSP00000239243	9606.ENSP00000288840	0	0	0	0	0.088	0.077	0	0.436	0.483
MSX2	CBFB	9606.ENSP00000239243	9606.ENSP00000415151	0	0	0	0	0	0	0.650	0.071	0.660
MSX2	BGLAP	9606.ENSP00000239243	9606.ENSP00000357255	0	0	0	0	0	0	0	0.693	0.694
MSX2	TWIST1	9606.ENSP00000239243	9606.ENSP00000242261	0	0	0	0	0.087	0	0	0.834	0.842
MSX2	RUNX2	9606.ENSP00000239243	9606.ENSP00000360493	0	0	0	0	0	0.345	0.900	0.887	0.992
RUNX2	MSX2	9606.ENSP00000360493	9606.ENSP00000239243	0	0	0	0	0	0.345	0.900	0.887	0.992
RUNX2	TWIST1	9606.ENSP00000360493	9606.ENSP00000242261	0	0	0	0	0.062	0.133	0.600	0.980	0.992
RUNX2	EP300	9606.ENSP00000360493	9606.ENSP00000263253	0	0	0	0	0.062	0.867	0	0.978	0.997
RUNX2	HDAC4	9606.ENSP00000360493	9606.ENSP00000264606	0	0	0	0	0	0.710	0.600	0.979	0.997
RUNX2	SMAD6	9606.ENSP00000360493	9606.ENSP00000288840	0	0	0	0	0	0.345	0.900	0.914	0.993
RUNX2	SMAD3	9606.ENSP00000360493	9606.ENSP00000332973	0	0	0	0	0	0.687	0.900	0.986	0.999
RUNX2	HDAC6	9606.ENSP00000360493	9606.ENSP00000334061	0	0	0	0	0	0.519	0.600	0.987	0.997
RUNX2	BGLAP	9606.ENSP00000360493	9606.ENSP00000357255	0	0	0	0	0	0.182	0.900	0.923	0.993
RUNX2	ESR1	9606.ENSP00000360493	9606.ENSP00000405330	0	0	0	0	0	0.152	0.900	0.962	0.996
RUNX2	CBFB	9606.ENSP00000360493	9606.ENSP00000415151	0	0	0	0	0.058	0.989	0.800	0.808	0.999
SMAD3	TWIST1	9606.ENSP00000332973	9606.ENSP00000242261	0	0	0	0	0.062	0	0	0.519	0.529
SMAD3	EP300	9606.ENSP00000332973	9606.ENSP00000263253	0	0	0	0	0.049	0.944	0.900	0.989	0.999
SMAD3	HDAC4	9606.ENSP00000332973	9606.ENSP00000264606	0	0	0	0	0.054	0.282	0	0.982	0.986
SMAD3	SMAD6	9606.ENSP00000332973	9606.ENSP00000288840	0	0	0	0.698	0.066	0.155	0.800	0.746	0.866
SMAD3	CBFB	9606.ENSP00000332973	9606.ENSP00000415151	0	0	0	0	0.049	0	0.900	0	0.900
SMAD3	ESR1	9606.ENSP00000332973	9606.ENSP00000405330	0	0	0	0	0	0.477	0.900	0.612	0.978
SMAD3	RUNX2	9606.ENSP00000332973	9606.ENSP00000360493	0	0	0	0	0	0.687	0.900	0.986	0.999
SMAD6	MSX2	9606.ENSP00000288840	9606.ENSP00000239243	0	0	0	0	0.088	0.077	0	0.436	0.483
SMAD6	SMAD3	9606.ENSP00000288840	9606.ENSP00000332973	0	0	0	0.698	0.066	0.155	0.800	0.746	0.866
SMAD6	CBFB	9606.ENSP00000288840	9606.ENSP00000415151	0	0	0	0	0	0	0.900	0.062	0.902
SMAD6	RUNX2	9606.ENSP00000288840	9606.ENSP00000360493	0	0	0	0	0	0.345	0.900	0.914	0.993
TWIST1	MSX2	9606.ENSP00000242261	9606.ENSP00000239243	0	0	0	0	0.087	0	0	0.834	0.842
TWIST1	SMAD3	9606.ENSP00000242261	9606.ENSP00000332973	0	0	0	0	0.062	0	0	0.519	0.529
TWIST1	CBFB	9606.ENSP00000242261	9606.ENSP00000415151	0	0	0	0	0	0	0.650	0.045	0.651
TWIST1	EP300	9606.ENSP00000242261	9606.ENSP00000263253	0	0	0	0	0	0.270	0	0.699	0.771
TWIST1	ESR1	9606.ENSP00000242261	9606.ENSP00000405330	0	0	0	0	0	0.270	0.650	0.507	0.863
TWIST1	RUNX2	9606.ENSP00000242261	9606.ENSP00000360493	0	0	0	0	0.062	0.133	0.600	0.980	0.992
