#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
GAPDH,HTT,9606.ENSP00000229239,9606.ENSP00000347184,0,0,0,0,0,0.689,0,0.986,0.995
GAPDH,EPRS,9606.ENSP00000229239,9606.ENSP00000355890,0.070,0,0,0,0.139,0.595,0.900,0.912,0.996
GAPDH,SIAH1,9606.ENSP00000229239,9606.ENSP00000349156,0,0,0,0,0.062,0.793,0,0.989,0.997
GAPDH,ALDOA,9606.ENSP00000229239,9606.ENSP00000378669,0.111,0,0,0,0.746,0.682,0.900,0.721,0.997
GAPDH,SYNCRIP,9606.ENSP00000229239,9606.ENSP00000358635,0,0,0,0,0.181,0.328,0.900,0.985,0.999
GAPDH,PGK1,9606.ENSP00000229239,9606.ENSP00000362413,0.135,0.009,0,0,0.598,0.917,0.900,0.807,0.999
GAPDH,RPL13A,9606.ENSP00000229239,9606.ENSP00000375730,0,0,0,0,0.196,0.388,0.900,0.991,0.999
GAPDH,TPI1,9606.ENSP00000229239,9606.ENSP00000229270,0.185,0.163,0.229,0,0.845,0.857,0.900,0.867,0.999
HTT,GAPDH,9606.ENSP00000347184,9606.ENSP00000229239,0,0,0,0,0,0.689,0,0.986,0.995
HTT,SIAH1,9606.ENSP00000347184,9606.ENSP00000349156,0,0,0,0,0,0.270,0,0.398,0.541
PGK1,GAPDH,9606.ENSP00000362413,9606.ENSP00000229239,0.135,0.009,0,0,0.598,0.917,0.900,0.807,0.999
PGK1,TPI1,9606.ENSP00000362413,9606.ENSP00000229270,0.219,0.853,0.261,0,0.836,0.732,0,0.876,0.999
PGK1,ENO1,9606.ENSP00000362413,9606.ENSP00000234590,0.111,0,0.351,0,0.596,0.783,0,0.817,0.989
PGK1,EPRS,9606.ENSP00000362413,9606.ENSP00000355890,0.328,0,0,0,0.201,0,0,0.153,0.506
PGK1,RPL13A,9606.ENSP00000362413,9606.ENSP00000375730,0.042,0,0,0,0.232,0,0,0.569,0.655
PGK1,ALDOA,9606.ENSP00000362413,9606.ENSP00000378669,0.135,0,0,0,0.246,0.655,0,0.789,0.946
PLG,GAPDH,9606.ENSP00000308938,9606.ENSP00000229239,0,0,0,0,0,0.059,0,0.989,0.990
PLG,TPI1,9606.ENSP00000308938,9606.ENSP00000229270,0,0,0,0,0,0,0,0.761,0.761
PLG,ENO1,9606.ENSP00000308938,9606.ENSP00000234590,0,0,0,0,0.062,0.270,0,0.994,0.996
PLG,EPRS,9606.ENSP00000308938,9606.ENSP00000355890,0,0,0,0,0,0,0,0.407,0.407
RPL13A,GAPDH,9606.ENSP00000375730,9606.ENSP00000229239,0,0,0,0,0.196,0.388,0.900,0.991,0.999
RPL13A,TPI1,9606.ENSP00000375730,9606.ENSP00000229270,0,0,0,0,0.179,0,0,0.357,0.450
RPL13A,EPRS,9606.ENSP00000375730,9606.ENSP00000355890,0.194,0,0,0,0.430,0.402,0.900,0.994,0.999
RPL13A,SYNCRIP,9606.ENSP00000375730,9606.ENSP00000358635,0,0,0,0,0.423,0.110,0.900,0.978,0.998
RPL13A,PGK1,9606.ENSP00000375730,9606.ENSP00000362413,0.042,0,0,0,0.232,0,0,0.569,0.655
SIAH1,GAPDH,9606.ENSP00000349156,9606.ENSP00000229239,0,0,0,0,0.062,0.793,0,0.989,0.997
SIAH1,HTT,9606.ENSP00000349156,9606.ENSP00000347184,0,0,0,0,0,0.270,0,0.398,0.541
SYNCRIP,GAPDH,9606.ENSP00000358635,9606.ENSP00000229239,0,0,0,0,0.181,0.328,0.900,0.985,0.999
SYNCRIP,EPRS,9606.ENSP00000358635,9606.ENSP00000355890,0,0,0,0,0.155,0.699,0.900,0.988,0.999
SYNCRIP,RPL13A,9606.ENSP00000358635,9606.ENSP00000375730,0,0,0,0,0.423,0.110,0.900,0.978,0.998
TPI1,GAPDH,9606.ENSP00000229270,9606.ENSP00000229239,0.185,0.163,0.229,0,0.845,0.857,0.900,0.867,0.999
TPI1,RPL13A,9606.ENSP00000229270,9606.ENSP00000375730,0,0,0,0,0.179,0,0,0.357,0.450
TPI1,EPRS,9606.ENSP00000229270,9606.ENSP00000355890,0.318,0,0,0,0.121,0,0,0.252,0.512
TPI1,PLG,9606.ENSP00000229270,9606.ENSP00000308938,0,0,0,0,0,0,0,0.761,0.761
TPI1,ALDOA,9606.ENSP00000229270,9606.ENSP00000378669,0,0,0,0,0.420,0,0.900,0.834,0.989
TPI1,ENO1,9606.ENSP00000229270,9606.ENSP00000234590,0.167,0,0.259,0,0.830,0.795,0,0.863,0.996
TPI1,PGK1,9606.ENSP00000229270,9606.ENSP00000362413,0.219,0.853,0.261,0,0.836,0.732,0,0.876,0.999
