#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NUMA1	CCNB1	9606.ENSP00000377298	9606.ENSP00000256442	0	0	0	0	0.045	0	0.900	0.257	0.922
NUMA1	KPNB1	9606.ENSP00000377298	9606.ENSP00000290158	0	0	0	0	0.077	0.270	0.900	0.359	0.951
NUMA1	TPX2	9606.ENSP00000377298	9606.ENSP00000300403	0	0	0	0	0	0	0.900	0.642	0.962
NUMA1	CASP3	9606.ENSP00000377298	9606.ENSP00000311032	0	0	0	0	0	0	0.900	0.261	0.922
NUMA1	TNKS	9606.ENSP00000377298	9606.ENSP00000311579	0	0	0	0	0	0.270	0	0.952	0.963
NUMA1	KIF15	9606.ENSP00000377298	9606.ENSP00000324020	0	0	0	0	0.066	0	0.900	0.250	0.923
NUMA1	EPB41	9606.ENSP00000377298	9606.ENSP00000345259	0	0	0	0	0	0.270	0	0.938	0.953
NUMA1	KPNA2	9606.ENSP00000377298	9606.ENSP00000438483	0	0	0	0	0	0	0.900	0.304	0.927
NUMA1	RAN	9606.ENSP00000377298	9606.ENSP00000446215	0	0	0	0	0.072	0	0.900	0.353	0.934
RAN	AURKA	9606.ENSP00000446215	9606.ENSP00000216911	0	0	0	0	0.132	0	0	0.404	0.461
RAN	KPNB1	9606.ENSP00000446215	9606.ENSP00000290158	0	0	0	0	0.574	0.995	0.900	0.871	0.999
RAN	TPX2	9606.ENSP00000446215	9606.ENSP00000300403	0	0	0	0	0.161	0	0.900	0.497	0.954
RAN	NUMA1	9606.ENSP00000446215	9606.ENSP00000377298	0	0	0	0	0.072	0	0.900	0.353	0.934
RAN	KPNA2	9606.ENSP00000446215	9606.ENSP00000438483	0	0	0	0	0.211	0.649	0.900	0.664	0.989
TNKS	NUMA1	9606.ENSP00000311579	9606.ENSP00000377298	0	0	0	0	0	0.270	0	0.952	0.963
TPX2	AURKA	9606.ENSP00000300403	9606.ENSP00000216911	0	0	0	0	0.952	0.978	0.900	0.990	0.999
TPX2	CCNB1	9606.ENSP00000300403	9606.ENSP00000256442	0	0	0	0	0.945	0	0	0.523	0.973
TPX2	KPNB1	9606.ENSP00000300403	9606.ENSP00000290158	0	0	0	0	0.138	0.270	0.900	0.123	0.937
TPX2	RAN	9606.ENSP00000300403	9606.ENSP00000446215	0	0	0	0	0.161	0	0.900	0.497	0.954
TPX2	NUMA1	9606.ENSP00000300403	9606.ENSP00000377298	0	0	0	0	0	0	0.900	0.642	0.962
TPX2	KPNA2	9606.ENSP00000300403	9606.ENSP00000438483	0	0	0	0	0.825	0.122	0.900	0.688	0.994
TPX2	KIF15	9606.ENSP00000300403	9606.ENSP00000324020	0	0	0	0	0.820	0	0.900	0.948	0.999
