#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MDM2	TP53	9606.ENSP00000258149	9606.ENSP00000269305	0	0	0	0	0.240	0.998	0.900	0.995	0.999
MDM4	MDM2	9606.ENSP00000356150	9606.ENSP00000258149	0	0	0	0.795	0.083	0.998	0.900	0.992	0.999
MDM4	TP53	9606.ENSP00000356150	9606.ENSP00000269305	0	0	0	0	0.138	0.998	0.800	0.990	0.999
MDM4	USP7	9606.ENSP00000356150	9606.ENSP00000343535	0	0	0	0	0.055	0.882	0.600	0.981	0.999
MDM4	DAXX	9606.ENSP00000356150	9606.ENSP00000363668	0	0	0	0	0	0.297	0.600	0.340	0.798
MDM4	UBC	9606.ENSP00000356150	9606.ENSP00000441543	0	0	0	0	0	0.850	0.900	0.082	0.985
RNF169	UBC	9606.ENSP00000299563	9606.ENSP00000441543	0	0	0	0	0.065	0.965	0	0.097	0.968
RNF169	USP7	9606.ENSP00000299563	9606.ENSP00000343535	0	0	0	0	0.058	0.967	0	0.564	0.985
TP53	MDM2	9606.ENSP00000269305	9606.ENSP00000258149	0	0	0	0	0.240	0.998	0.900	0.995	0.999
TP53	GMPS	9606.ENSP00000269305	9606.ENSP00000419851	0	0	0	0	0	0.270	0	0.282	0.453
TP53	UHRF1	9606.ENSP00000269305	9606.ENSP00000479617	0	0	0	0	0.116	0.270	0	0.504	0.653
TP53	UBC	9606.ENSP00000269305	9606.ENSP00000441543	0	0	0	0	0	0.749	0.900	0.505	0.986
TP53	DNMT1	9606.ENSP00000269305	9606.ENSP00000352516	0	0	0	0	0.072	0.486	0	0.986	0.993
TP53	MDM4	9606.ENSP00000269305	9606.ENSP00000356150	0	0	0	0	0.138	0.998	0.800	0.990	0.999
TP53	DAXX	9606.ENSP00000269305	9606.ENSP00000363668	0	0	0	0	0.062	0.894	0.800	0.966	0.999
TP53	USP7	9606.ENSP00000269305	9606.ENSP00000343535	0	0	0	0	0.056	0.915	0.900	0.989	0.999
UBC	MDM2	9606.ENSP00000441543	9606.ENSP00000258149	0	0	0	0	0	0.969	0.900	0.261	0.997
UBC	TP53	9606.ENSP00000441543	9606.ENSP00000269305	0	0	0	0	0	0.749	0.900	0.505	0.986
UBC	RNF169	9606.ENSP00000441543	9606.ENSP00000299563	0	0	0	0	0.065	0.965	0	0.097	0.968
UBC	USP7	9606.ENSP00000441543	9606.ENSP00000343535	0	0	0	0	0.063	0.980	0.600	0.411	0.995
UBC	DNMT1	9606.ENSP00000441543	9606.ENSP00000352516	0	0	0	0	0.049	0.815	0	0.177	0.842
UBC	MDM4	9606.ENSP00000441543	9606.ENSP00000356150	0	0	0	0	0	0.850	0.900	0.082	0.985
UBC	DAXX	9606.ENSP00000441543	9606.ENSP00000363668	0	0	0	0	0.062	0.130	0.900	0	0.911
UBC	UVSSA	9606.ENSP00000441543	9606.ENSP00000374501	0	0	0	0	0.062	0	0.600	0	0.608
UHRF1	TP53	9606.ENSP00000479617	9606.ENSP00000269305	0	0	0	0	0.116	0.270	0	0.504	0.653
UHRF1	USP7	9606.ENSP00000479617	9606.ENSP00000343535	0	0	0	0	0.062	0.972	0	0.982	0.999
UHRF1	DNMT1	9606.ENSP00000479617	9606.ENSP00000352516	0.167	0	0	0	0.339	0.995	0.800	0.991	0.999
UHRF1	GMPS	9606.ENSP00000479617	9606.ENSP00000419851	0.161	0	0	0	0.106	0	0	0.338	0.461
USP7	MDM2	9606.ENSP00000343535	9606.ENSP00000258149	0	0	0	0	0.062	0.920	0.900	0.989	0.999
USP7	TP53	9606.ENSP00000343535	9606.ENSP00000269305	0	0	0	0	0.056	0.915	0.900	0.989	0.999
USP7	RNF169	9606.ENSP00000343535	9606.ENSP00000299563	0	0	0	0	0.058	0.967	0	0.564	0.985
USP7	UBC	9606.ENSP00000343535	9606.ENSP00000441543	0	0	0	0	0.063	0.980	0.600	0.411	0.995
USP7	DNMT1	9606.ENSP00000343535	9606.ENSP00000352516	0	0	0	0	0.063	0.977	0	0.988	0.999
USP7	UVSSA	9606.ENSP00000343535	9606.ENSP00000374501	0	0	0	0	0.049	0.835	0.800	0.988	0.999
USP7	UHRF1	9606.ENSP00000343535	9606.ENSP00000479617	0	0	0	0	0.062	0.972	0	0.982	0.999
USP7	MDM4	9606.ENSP00000343535	9606.ENSP00000356150	0	0	0	0	0.055	0.882	0.600	0.981	0.999
USP7	DAXX	9606.ENSP00000343535	9606.ENSP00000363668	0	0	0	0	0.065	0.759	0.900	0.988	0.999
USP7	GMPS	9606.ENSP00000343535	9606.ENSP00000419851	0	0	0	0	0.076	0.961	0	0.987	0.999
UVSSA	USP7	9606.ENSP00000374501	9606.ENSP00000343535	0	0	0	0	0.049	0.835	0.800	0.988	0.999
UVSSA	UBC	9606.ENSP00000374501	9606.ENSP00000441543	0	0	0	0	0.062	0	0.600	0	0.608
