#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HSP90AA1	PHLPP1	9606.ENSP00000335153	9606.ENSP00000262719	0	0	0	0	0	0.182	0	0.520	0.590
HSP90AA1	EP300	9606.ENSP00000335153	9606.ENSP00000263253	0	0.005	0	0	0	0.285	0	0.475	0.609
HSP90AA1	PIK3CA	9606.ENSP00000335153	9606.ENSP00000263967	0	0	0	0	0	0.092	0.600	0.695	0.880
HSP90AA1	RICTOR	9606.ENSP00000335153	9606.ENSP00000296782	0	0	0	0	0	0	0	0.405	0.405
HSP90AA1	NOS3	9606.ENSP00000335153	9606.ENSP00000297494	0	0	0	0	0.062	0.760	0.900	0.989	0.999
HSP90AA1	FOXO3	9606.ENSP00000335153	9606.ENSP00000385824	0	0	0	0	0	0.058	0	0.622	0.629
HSP90AA1	MTOR	9606.ENSP00000335153	9606.ENSP00000354558	0	0	0	0	0	0.092	0.900	0.763	0.976
HSP90AA1	AKT1	9606.ENSP00000335153	9606.ENSP00000451828	0	0	0	0	0.062	0.946	0.900	0.991	0.999
MDM2	PHLPP1	9606.ENSP00000258149	9606.ENSP00000262719	0	0	0	0	0	0	0	0.438	0.438
MDM2	MTOR	9606.ENSP00000258149	9606.ENSP00000354558	0	0	0	0	0	0	0	0.564	0.564
MDM2	PIK3CA	9606.ENSP00000258149	9606.ENSP00000263967	0	0	0	0	0.065	0	0	0.608	0.617
MDM2	HSP90AA1	9606.ENSP00000258149	9606.ENSP00000335153	0	0	0	0	0	0.675	0	0.951	0.983
MDM2	FOXO3	9606.ENSP00000258149	9606.ENSP00000385824	0	0	0	0	0.122	0.839	0	0.983	0.997
MDM2	AKT1	9606.ENSP00000258149	9606.ENSP00000451828	0	0	0	0	0	0.898	0.900	0.852	0.998
MDM2	EP300	9606.ENSP00000258149	9606.ENSP00000263253	0	0	0	0	0	0.874	0.900	0.989	0.999
MTOR	MDM2	9606.ENSP00000354558	9606.ENSP00000258149	0	0	0	0	0	0	0	0.564	0.564
MTOR	PHLPP1	9606.ENSP00000354558	9606.ENSP00000262719	0	0	0	0	0.184	0.122	0	0.617	0.702
MTOR	EP300	9606.ENSP00000354558	9606.ENSP00000263253	0	0	0	0	0.065	0.393	0	0.399	0.629
MTOR	PIK3CA	9606.ENSP00000354558	9606.ENSP00000263967	0	0	0	0.541	0.062	0.347	0.900	0.782	0.957
MTOR	RICTOR	9606.ENSP00000354558	9606.ENSP00000296782	0	0	0	0	0.110	0.998	0.900	0.994	0.999
MTOR	NOS3	9606.ENSP00000354558	9606.ENSP00000297494	0	0	0	0	0.063	0	0	0.517	0.528
MTOR	HSP90AA1	9606.ENSP00000354558	9606.ENSP00000335153	0	0	0	0	0	0.092	0.900	0.763	0.976
MTOR	FOXO3	9606.ENSP00000354558	9606.ENSP00000385824	0	0	0	0	0.064	0.133	0	0.836	0.855
MTOR	AKT1	9606.ENSP00000354558	9606.ENSP00000451828	0	0	0	0	0.081	0.904	0.900	0.991	0.999
NOS3	EP300	9606.ENSP00000297494	9606.ENSP00000263253	0	0	0	0	0.049	0	0.900	0.294	0.926
NOS3	MTOR	9606.ENSP00000297494	9606.ENSP00000354558	0	0	0	0	0.063	0	0	0.517	0.528
NOS3	FOXO3	9606.ENSP00000297494	9606.ENSP00000385824	0	0	0	0	0	0.142	0	0.497	0.550
NOS3	AKT1	9606.ENSP00000297494	9606.ENSP00000451828	0	0	0	0	0.049	0.879	0.900	0.988	0.999
NOS3	HSP90AA1	9606.ENSP00000297494	9606.ENSP00000335153	0	0	0	0	0.062	0.760	0.900	0.989	0.999
PHLPP1	MDM2	9606.ENSP00000262719	9606.ENSP00000258149	0	0	0	0	0	0	0	0.438	0.438
PHLPP1	FOXO3	9606.ENSP00000262719	9606.ENSP00000385824	0	0	0	0	0.064	0.063	0	0.408	0.435
PHLPP1	PIK3CA	9606.ENSP00000262719	9606.ENSP00000263967	0	0	0	0	0.084	0.058	0	0.399	0.436
PHLPP1	RICTOR	9606.ENSP00000262719	9606.ENSP00000296782	0	0	0	0	0.062	0	0	0.496	0.507
PHLPP1	HSP90AA1	9606.ENSP00000262719	9606.ENSP00000335153	0	0	0	0	0	0.182	0	0.520	0.590
PHLPP1	MTOR	9606.ENSP00000262719	9606.ENSP00000354558	0	0	0	0	0.184	0.122	0	0.617	0.702
PHLPP1	AKT1	9606.ENSP00000262719	9606.ENSP00000451828	0	0	0	0	0.062	0.731	0.900	0.981	0.999
PIK3CA	MDM2	9606.ENSP00000263967	9606.ENSP00000258149	0	0	0	0	0.065	0	0	0.608	0.617
PIK3CA	PHLPP1	9606.ENSP00000263967	9606.ENSP00000262719	0	0	0	0	0.084	0.058	0	0.399	0.436
PIK3CA	EP300	9606.ENSP00000263967	9606.ENSP00000263253	0	0	0	0	0.062	0.203	0	0.467	0.567
PIK3CA	RICTOR	9606.ENSP00000263967	9606.ENSP00000296782	0	0	0	0	0.112	0.332	0	0.601	0.743
PIK3CA	HSP90AA1	9606.ENSP00000263967	9606.ENSP00000335153	0	0	0	0	0	0.092	0.600	0.695	0.880
PIK3CA	FOXO3	9606.ENSP00000263967	9606.ENSP00000385824	0	0	0	0	0.062	0.588	0	0.718	0.881
PIK3CA	APPL1	9606.ENSP00000263967	9606.ENSP00000288266	0	0	0	0	0.082	0.610	0	0.729	0.894
PIK3CA	MTOR	9606.ENSP00000263967	9606.ENSP00000354558	0	0	0	0.541	0.062	0.347	0.900	0.782	0.957
PIK3CA	AKT1	9606.ENSP00000263967	9606.ENSP00000451828	0	0	0	0	0.064	0.880	0.900	0.903	0.998
RICTOR	PHLPP1	9606.ENSP00000296782	9606.ENSP00000262719	0	0	0	0	0.062	0	0	0.496	0.507
RICTOR	PIK3CA	9606.ENSP00000296782	9606.ENSP00000263967	0	0	0	0	0.112	0.332	0	0.601	0.743
RICTOR	HSP90AA1	9606.ENSP00000296782	9606.ENSP00000335153	0	0	0	0	0	0	0	0.405	0.405
RICTOR	FOXO3	9606.ENSP00000296782	9606.ENSP00000385824	0	0	0	0	0.062	0.288	0	0.794	0.851
RICTOR	AKT1	9606.ENSP00000296782	9606.ENSP00000451828	0	0	0	0	0.062	0.893	0.900	0.897	0.998
RICTOR	MTOR	9606.ENSP00000296782	9606.ENSP00000354558	0	0	0	0	0.110	0.998	0.900	0.994	0.999
