#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EGF	RASA1	9606.ENSP00000265171	9606.ENSP00000274376	0	0	0	0	0	0	0.900	0.372	0.934
EGF	HSP90AA1	9606.ENSP00000265171	9606.ENSP00000335153	0	0	0	0	0	0.057	0.900	0.523	0.951
EGF	EGFR	9606.ENSP00000265171	9606.ENSP00000275493	0	0	0	0	0.160	0.982	0.900	0.991	0.999
EGFR	HBEGF	9606.ENSP00000275493	9606.ENSP00000230990	0	0	0	0	0.062	0.874	0.900	0.989	0.999
EGFR	PLCG1	9606.ENSP00000275493	9606.ENSP00000244007	0	0	0	0	0.062	0.919	0.900	0.950	0.999
EGFR	EREG	9606.ENSP00000275493	9606.ENSP00000244869	0	0	0	0	0	0.970	0.900	0.989	0.999
EGFR	CDH1	9606.ENSP00000275493	9606.ENSP00000261769	0	0	0	0	0.062	0.759	0.900	0.988	0.999
EGFR	CBL	9606.ENSP00000275493	9606.ENSP00000264033	0	0	0	0	0	0.998	0.900	0.992	0.999
EGFR	STAT3	9606.ENSP00000275493	9606.ENSP00000264657	0	0	0	0	0	0.931	0.900	0.989	0.999
EGFR	EGF	9606.ENSP00000275493	9606.ENSP00000265171	0	0	0	0	0.160	0.982	0.900	0.991	0.999
EGFR	RASA1	9606.ENSP00000275493	9606.ENSP00000274376	0	0	0	0	0	0.895	0.900	0.934	0.999
EGFR	TGFA	9606.ENSP00000275493	9606.ENSP00000295400	0	0	0	0	0.065	0.972	0.900	0.989	0.999
EGFR	HSP90AA1	9606.ENSP00000275493	9606.ENSP00000335153	0	0	0	0	0	0.884	0.900	0.989	0.999
EREG	HBEGF	9606.ENSP00000244869	9606.ENSP00000230990	0	0	0	0	0.062	0	0.300	0.848	0.891
EREG	PLCG1	9606.ENSP00000244869	9606.ENSP00000244007	0	0	0	0	0	0	0.600	0.126	0.635
EREG	CBL	9606.ENSP00000244869	9606.ENSP00000264033	0	0	0	0	0	0	0.600	0.271	0.696
EREG	EGF	9606.ENSP00000244869	9606.ENSP00000265171	0	0	0	0.672	0	0.417	0.300	0.898	0.699
EREG	TGFA	9606.ENSP00000244869	9606.ENSP00000295400	0	0	0	0	0	0	0.300	0.595	0.704
EREG	HSP90AA1	9606.ENSP00000244869	9606.ENSP00000335153	0	0	0	0	0	0	0.900	0.126	0.908
EREG	EGFR	9606.ENSP00000244869	9606.ENSP00000275493	0	0	0	0	0	0.970	0.900	0.989	0.999
HBEGF	CDH1	9606.ENSP00000230990	9606.ENSP00000261769	0	0	0	0	0	0	0	0.463	0.463
HBEGF	STAT3	9606.ENSP00000230990	9606.ENSP00000264657	0	0	0	0	0	0	0	0.470	0.470
HBEGF	PLCG1	9606.ENSP00000230990	9606.ENSP00000244007	0	0	0	0	0	0	0.600	0.184	0.660
HBEGF	CBL	9606.ENSP00000230990	9606.ENSP00000264033	0	0	0	0	0	0	0.600	0.251	0.687
HBEGF	TGFA	9606.ENSP00000230990	9606.ENSP00000295400	0	0	0	0	0.069	0	0.300	0.608	0.722
HBEGF	EGF	9606.ENSP00000230990	9606.ENSP00000265171	0	0	0	0	0	0	0.300	0.837	0.881
HBEGF	EREG	9606.ENSP00000230990	9606.ENSP00000244869	0	0	0	0	0.062	0	0.300	0.848	0.891
HBEGF	HSP90AA1	9606.ENSP00000230990	9606.ENSP00000335153	0	0	0	0	0	0	0.900	0.181	0.914
HBEGF	EGFR	9606.ENSP00000230990	9606.ENSP00000275493	0	0	0	0	0.062	0.874	0.900	0.989	0.999
HSP90AA1	HBEGF	9606.ENSP00000335153	9606.ENSP00000230990	0	0	0	0	0	0	0.900	0.181	0.914
HSP90AA1	PLCG1	9606.ENSP00000335153	9606.ENSP00000244007	0	0	0	0	0	0.648	0.600	0.231	0.882
HSP90AA1	EREG	9606.ENSP00000335153	9606.ENSP00000244869	0	0	0	0	0	0	0.900	0.126	0.908
HSP90AA1	CDH1	9606.ENSP00000335153	9606.ENSP00000261769	0	0	0	0	0	0.417	0	0.460	0.671
HSP90AA1	CBL	9606.ENSP00000335153	9606.ENSP00000264033	0	0	0	0	0.049	0	0.600	0.382	0.744
HSP90AA1	STAT3	9606.ENSP00000335153	9606.ENSP00000264657	0	0	0	0	0	0.270	0.900	0.988	0.999
HSP90AA1	EGF	9606.ENSP00000335153	9606.ENSP00000265171	0	0	0	0	0	0.057	0.900	0.523	0.951
HSP90AA1	EGFR	9606.ENSP00000335153	9606.ENSP00000275493	0	0	0	0	0	0.884	0.900	0.989	0.999
PLCG1	HBEGF	9606.ENSP00000244007	9606.ENSP00000230990	0	0	0	0	0	0	0.600	0.184	0.660
PLCG1	STAT3	9606.ENSP00000244007	9606.ENSP00000264657	0	0	0	0	0	0	0	0.586	0.586
PLCG1	TGFA	9606.ENSP00000244007	9606.ENSP00000295400	0	0	0	0	0	0	0.600	0.103	0.625
PLCG1	EREG	9606.ENSP00000244007	9606.ENSP00000244869	0	0	0	0	0	0	0.600	0.126	0.635
PLCG1	RASA1	9606.ENSP00000244007	9606.ENSP00000274376	0	0	0	0.543	0.062	0.680	0	0.671	0.781
PLCG1	HSP90AA1	9606.ENSP00000244007	9606.ENSP00000335153	0	0	0	0	0	0.648	0.600	0.231	0.882
PLCG1	EGF	9606.ENSP00000244007	9606.ENSP00000265171	0	0	0	0	0	0.062	0.900	0.823	0.982
PLCG1	EGFR	9606.ENSP00000244007	9606.ENSP00000275493	0	0	0	0	0.062	0.919	0.900	0.950	0.999
PLCG1	CBL	9606.ENSP00000244007	9606.ENSP00000264033	0	0	0	0	0.049	0.882	0.900	0.921	0.999
RASA1	PLCG1	9606.ENSP00000274376	9606.ENSP00000244007	0	0	0	0.543	0.062	0.680	0	0.671	0.781
RASA1	EGF	9606.ENSP00000274376	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.372	0.934
RASA1	EGFR	9606.ENSP00000274376	9606.ENSP00000275493	0	0	0	0	0	0.895	0.900	0.934	0.999
STAT3	HBEGF	9606.ENSP00000264657	9606.ENSP00000230990	0	0	0	0	0	0	0	0.470	0.470
STAT3	PLCG1	9606.ENSP00000264657	9606.ENSP00000244007	0	0	0	0	0	0	0	0.586	0.586
STAT3	CDH1	9606.ENSP00000264657	9606.ENSP00000261769	0	0	0	0	0	0	0	0.718	0.718
STAT3	CBL	9606.ENSP00000264657	9606.ENSP00000264033	0	0	0	0	0.054	0.280	0	0.413	0.565
STAT3	EGF	9606.ENSP00000264657	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.786	0.977
STAT3	EGFR	9606.ENSP00000264657	9606.ENSP00000275493	0	0	0	0	0	0.931	0.900	0.989	0.999
STAT3	HSP90AA1	9606.ENSP00000264657	9606.ENSP00000335153	0	0	0	0	0	0.270	0.900	0.988	0.999
TGFA	HBEGF	9606.ENSP00000295400	9606.ENSP00000230990	0	0	0	0	0.069	0	0.300	0.608	0.722
TGFA	PLCG1	9606.ENSP00000295400	9606.ENSP00000244007	0	0	0	0	0	0	0.600	0.103	0.625
TGFA	EREG	9606.ENSP00000295400	9606.ENSP00000244869	0	0	0	0	0	0	0.300	0.595	0.704
TGFA	CBL	9606.ENSP00000295400	9606.ENSP00000264033	0	0	0	0	0	0	0.600	0.086	0.618
TGFA	EGF	9606.ENSP00000295400	9606.ENSP00000265171	0	0	0	0.681	0	0	0.800	0.516	0.831
TGFA	EGFR	9606.ENSP00000295400	9606.ENSP00000275493	0	0	0	0	0.065	0.972	0.900	0.989	0.999
