#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CREBBP	TP53	9606.ENSP00000262367	9606.ENSP00000269305	0	0	0	0	0	0.983	0.900	0.988	0.999
DDX5	MDM2	9606.ENSP00000225792	9606.ENSP00000258149	0	0	0	0	0	0.270	0	0.240	0.421
DDX5	CREBBP	9606.ENSP00000225792	9606.ENSP00000262367	0	0	0	0	0.102	0.327	0	0.637	0.762
DDX5	EP300	9606.ENSP00000225792	9606.ENSP00000263253	0	0	0	0	0.062	0.700	0.600	0.671	0.958
DDX5	TP53	9606.ENSP00000225792	9606.ENSP00000269305	0	0	0	0	0	0.748	0.900	0.988	0.999
EP300	SIRT1	9606.ENSP00000263253	9606.ENSP00000212015	0	0	0	0	0.099	0.733	0.900	0.979	0.999
EP300	AURKA	9606.ENSP00000263253	9606.ENSP00000216911	0	0	0	0	0	0	0.650	0.217	0.714
EP300	DDX5	9606.ENSP00000263253	9606.ENSP00000225792	0	0	0	0	0.062	0.700	0.600	0.671	0.958
EP300	UBE3A	9606.ENSP00000263253	9606.ENSP00000232165	0	0	0	0	0.061	0.061	0	0.553	0.572
EP300	RPA1	9606.ENSP00000263253	9606.ENSP00000254719	0	0	0	0	0.063	0.129	0.900	0.162	0.922
EP300	MDM2	9606.ENSP00000263253	9606.ENSP00000258149	0	0	0	0	0	0.874	0.900	0.989	0.999
EP300	CREBBP	9606.ENSP00000263253	9606.ENSP00000262367	0	0	0	0.957	0.835	0.805	0.900	0.989	0.996
EP300	CDK2	9606.ENSP00000263253	9606.ENSP00000266970	0	0	0	0	0.062	0.757	0	0.502	0.876
EP300	TP53	9606.ENSP00000263253	9606.ENSP00000269305	0	0	0	0	0	0.998	0.900	0.989	0.999
MDM2	SIRT1	9606.ENSP00000258149	9606.ENSP00000212015	0	0	0	0	0.062	0.270	0	0.570	0.680
MDM2	AURKA	9606.ENSP00000258149	9606.ENSP00000216911	0	0	0	0	0	0.270	0	0.515	0.631
MDM2	DDX5	9606.ENSP00000258149	9606.ENSP00000225792	0	0	0	0	0	0.270	0	0.240	0.421
MDM2	UBE3A	9606.ENSP00000258149	9606.ENSP00000232165	0	0	0	0	0.065	0.270	0	0.595	0.699
MDM2	RPA1	9606.ENSP00000258149	9606.ENSP00000254719	0	0	0	0	0	0	0.900	0.439	0.941
MDM2	BARD1	9606.ENSP00000258149	9606.ENSP00000260947	0	0	0	0	0	0	0	0.512	0.512
MDM2	CDK2	9606.ENSP00000258149	9606.ENSP00000266970	0	0	0	0	0.051	0	0.900	0.727	0.971
MDM2	CREBBP	9606.ENSP00000258149	9606.ENSP00000262367	0	0	0	0	0	0.866	0.900	0.856	0.997
MDM2	TP53	9606.ENSP00000258149	9606.ENSP00000269305	0	0	0	0	0.240	0.998	0.900	0.995	0.999
MDM2	EP300	9606.ENSP00000258149	9606.ENSP00000263253	0	0	0	0	0	0.874	0.900	0.989	0.999
RPA1	AURKA	9606.ENSP00000254719	9606.ENSP00000216911	0	0	0	0	0.456	0	0	0.074	0.475
RPA1	BARD1	9606.ENSP00000254719	9606.ENSP00000260947	0	0	0	0	0.171	0	0.600	0.398	0.783
RPA1	CDK2	9606.ENSP00000254719	9606.ENSP00000266970	0	0	0	0	0.233	0.506	0.600	0.316	0.882
RPA1	EP300	9606.ENSP00000254719	9606.ENSP00000263253	0	0	0	0	0.063	0.129	0.900	0.162	0.922
RPA1	MDM2	9606.ENSP00000254719	9606.ENSP00000258149	0	0	0	0	0	0	0.900	0.439	0.941
RPA1	TP53	9606.ENSP00000254719	9606.ENSP00000269305	0	0	0	0	0.060	0.973	0.900	0.986	0.999
SIRT1	CDK2	9606.ENSP00000212015	9606.ENSP00000266970	0	0	0	0	0.062	0.142	0	0.599	0.650
SIRT1	MDM2	9606.ENSP00000212015	9606.ENSP00000258149	0	0	0	0	0.062	0.270	0	0.570	0.680
SIRT1	CREBBP	9606.ENSP00000212015	9606.ENSP00000262367	0	0	0	0	0.066	0.213	0	0.682	0.746
SIRT1	EP300	9606.ENSP00000212015	9606.ENSP00000263253	0	0	0	0	0.099	0.733	0.900	0.979	0.999
SIRT1	TP53	9606.ENSP00000212015	9606.ENSP00000269305	0	0	0	0	0.062	0.884	0.900	0.989	0.999
TP53	SIRT1	9606.ENSP00000269305	9606.ENSP00000212015	0	0	0	0	0.062	0.884	0.900	0.989	0.999
TP53	AURKA	9606.ENSP00000269305	9606.ENSP00000216911	0	0	0	0	0.096	0.875	0.900	0.935	0.999
TP53	DDX5	9606.ENSP00000269305	9606.ENSP00000225792	0	0	0	0	0	0.748	0.900	0.988	0.999
TP53	UBE3A	9606.ENSP00000269305	9606.ENSP00000232165	0	0	0	0	0	0.919	0.800	0.989	0.999
TP53	RPA1	9606.ENSP00000269305	9606.ENSP00000254719	0	0	0	0	0.060	0.973	0.900	0.986	0.999
TP53	MDM2	9606.ENSP00000269305	9606.ENSP00000258149	0	0	0	0	0.240	0.998	0.900	0.995	0.999
TP53	BARD1	9606.ENSP00000269305	9606.ENSP00000260947	0	0	0	0	0.062	0.848	0.900	0.938	0.999
TP53	CREBBP	9606.ENSP00000269305	9606.ENSP00000262367	0	0	0	0	0	0.983	0.900	0.988	0.999
TP53	EP300	9606.ENSP00000269305	9606.ENSP00000263253	0	0	0	0	0	0.998	0.900	0.989	0.999
TP53	CDK2	9606.ENSP00000269305	9606.ENSP00000266970	0	0	0	0	0.095	0.790	0.900	0.970	0.999
UBE3A	BARD1	9606.ENSP00000232165	9606.ENSP00000260947	0	0	0	0	0.065	0.296	0	0.306	0.503
UBE3A	EP300	9606.ENSP00000232165	9606.ENSP00000263253	0	0	0	0	0.061	0.061	0	0.553	0.572
UBE3A	MDM2	9606.ENSP00000232165	9606.ENSP00000258149	0	0	0	0	0.065	0.270	0	0.595	0.699
UBE3A	TP53	9606.ENSP00000232165	9606.ENSP00000269305	0	0	0	0	0	0.919	0.800	0.989	0.999
